cbsa_fips,cbsa,city_fips,city,pop_1790,pop_1800,pop_1810,pop_1820,pop_1830,pop_1840,pop_1850,pop_1860,pop_1870,pop_1880,pop_1890,pop_1900,pop_1910,pop_1920,pop_1930,pop_1940,pop_1950,pop_1960,pop_1970,pop_1980,pop_1990,pop_2000,pop_2010
23060,"Fort Wayne, IN",1825000,Fort Wayne city,0,0,0,0,0,0,4282,9121,17718,26880,35393,45115,63933,86549,114946,118410,133607,161776,178269,172391,173072,205727,253691
23420,"Fresno, CA",627000,Fresno city,0,0,0,0,0,0,0,0,0,1112,10818,12470,24892,45086,52513,60685,91669,133929,165655,217491,354202,427652,494665
23460,"Gadsden, AL",128696,Gadsden city,0,0,0,0,0,0,0,0,0,1697,2901,4282,10557,14737,24042,36975,55725,58088,53928,47565,42523,38978,36856
23540,"Gainesville, FL",1225175,Gainesville city,0,0,0,0,0,0,0,0,0,0,2790,3633,6183,6860,10465,13757,26861,29701,64510,81371,84770,95447,124354
23580,"Gainesville, GA",1331908,Gainesville city,0,0,0,0,0,0,0,344,472,1919,3202,4382,5925,6272,8624,10243,11936,16523,15459,15280,17885,25578,33804
23900,"Gettysburg, PA",4228960,Gettysburg borough,0,0,0,0,1473,1908,2180,2390,3074,2814,3221,3495,4030,4439,5584,5916,7046,7960,7275,7194,7025,7490,7620
24020,"Glens Falls, NY",3629333,Glens Falls city,0,0,0,0,0,0,2717,3780,4500,4900,9509,12613,15243,16638,18531,18836,19610,18580,17222,15897,15023,14354,14700
24140,"Goldsboro, NC",3726880,Goldsboro city,0,0,0,0,0,0,0,885,1134,3286,4017,5877,6107,11296,14985,17274,21454,28873,26960,31871,40709,39043,36437
24220,"Grand Forks, ND-MN",3832060,Grand Forks city,0,0,0,0,0,0,0,0,0,1705,4979,7682,12478,14010,17112,20228,26836,34451,39008,43765,49425,49321,52838
24260,"Grand Island, NE",3119595,Grand Island city,0,0,0,0,0,0,0,0,0,2963,7536,7554,10326,13947,18041,19130,22682,25742,32358,33180,39386,42940,48520
24300,"Grand Junction, CO",831660,Grand Junction city,0,0,0,0,0,0,0,0,0,0,2030,3503,7754,8665,10247,12479,14504,18694,20170,27956,29034,41986,58566
24340,"Grand Rapids-Wyoming, MI",2634000,Grand Rapids city,0,0,0,0,0,0,2686,8085,16507,32016,60278,87565,112571,137634,168592,164292,176515,177313,197649,181843,189126,197800,188040
24420,"Grants Pass, OR",4130550,Grants Pass city,0,0,0,0,0,0,0,0,0,250,1432,2300,3897,4200,4666,6028,8116,10118,12455,14977,17488,23938,34533
24500,"Great Falls, MT",3032800,Great Falls city,0,0,0,0,0,0,0,0,0,0,3979,14930,13948,24121,28822,29928,39214,55244,60091,56884,55097,56690,58505
24540,"Greeley, CO",832155,Greeley city,0,0,0,0,0,0,0,0,480,1297,2395,3023,8179,10958,12203,15995,20354,26314,38902,53006,60536,76930,92889
24580,"Green Bay, WI",5531000,Green Bay city,0,0,0,0,0,0,0,2276,4666,7464,9069,18684,25216,31017,37407,46205,52735,62888,87809,87899,96466,102313,104057
24660,"Greensboro-High Point, NC",3728000,Greensboro city,0,0,0,0,0,0,0,0,500,2105,3317,10035,15895,19861,53569,59319,74389,119574,144076,155642,183894,223891,269666
24780,"Greenville, NC",3728080,Greenville city,0,174,0,0,0,0,1893,828,601,912,1937,2565,4101,5772,9194,12674,16724,22860,29063,35740,44972,60476,84554
24860,"Greenville-Anderson-Mauldin, SC",4530850,Greenville city,0,0,0,0,0,0,1305,1518,2757,6160,8607,11860,15741,23127,29154,34734,58161,66188,61436,58242,58282,56002,58409
25060,"Gulfport-Biloxi-Pascagoula, MS",2829700,Gulfport city,0,0,0,0,0,0,0,0,0,0,0,1100,6386,8157,12547,15195,22659,30204,40791,39676,40775,71127,67793
25180,"Hagerstown-Martinsburg, MD-WV",2436075,Hagerstown city,0,0,0,2670,3371,3625,3879,4132,5779,6627,10118,13591,16507,28064,30851,32491,36260,36660,35862,34132,35445,36687,39662
25220,"Hammond, LA",2232755,Hammond city,0,0,0,0,0,0,0,0,0,277,692,1500,2942,3855,6072,6033,8010,10563,12487,15226,15871,17639,20019
25260,"Hanford-Corcoran, CA",631960,Hanford city,0,0,0,0,0,0,0,0,0,269,942,2929,4829,5888,7028,8234,10028,10133,15179,20958,30897,41686,53967
25420,"Harrisburg-Carlisle, PA",4232800,Harrisburg city,875,1472,2287,2990,4312,5980,7834,13405,23104,30762,39385,50167,64186,75917,80339,83893,89544,79697,68061,53264,52376,48950,49528
25500,"Harrisonburg, VA",5135624,Harrisonburg city,0,0,0,0,0,0,0,1023,2036,2831,2792,3521,4879,5875,7232,8768,10810,11916,14605,19671,30707,40468,48914
25540,"Hartford-West Hartford-East Hartford, CT",937000,Hartford city,2683,3523,3955,4726,7074,9468,13555,26917,37180,42015,53230,79850,98915,138036,164072,166267,177397,162178,158017,136392,139739,121578,124775
25620,"Hattiesburg, MS",2831020,Hattiesburg city,0,0,0,0,0,0,0,0,0,0,1172,4175,11733,13270,18601,21026,29474,34989,38277,40829,41882,44779,45989
25860,"Hickory-Lenoir-Morganton, NC",3731060,Hickory city,0,0,0,0,0,0,0,0,0,0,2023,2535,3716,5076,7363,13487,14755,19328,20569,20757,28301,37222,40010
25940,"Hilton Head Island-Bluffton-Beaufort, SC",4534045,Hilton Head Island town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,11344,23694,33862,37099
25980,"Hinesville, GA",1338964,Hinesville city,0,0,0,0,0,0,0,0,0,162,0,0,174,315,416,630,1217,3174,4115,11309,21603,30392,33437
26300,"Hot Springs, AR",533400,Hot Springs city,0,0,0,0,0,0,0,201,1276,3554,8086,9973,14434,11695,20238,21370,29307,28337,35631,35781,32462,35750,35193
26380,"Houma-Thibodaux, LA",2236255,Houma city,0,0,0,0,0,0,0,429,593,1084,1280,3212,5024,5160,6531,9052,11505,22561,30922,32602,30495,32393,33727
26420,"Houston-The Woodlands-Sugar Land, TX",4835000,Houston city,0,0,0,0,0,0,2400,4845,9382,16513,27557,44633,78800,138276,292352,384514,596163,938219,1232802,1595138,1630553,1953631,2099451
26580,"Huntington-Ashland, WV-KY-OH",5439460,Huntington city,0,0,0,0,0,0,0,0,0,3174,10108,11923,31161,50177,75572,78836,86353,83627,74315,63684,54844,51475,49138
26620,"Huntsville, AL",137000,Huntsville city,0,0,0,0,0,2496,2863,3634,4007,4977,7995,8068,7611,8018,11554,13050,16437,72365,139282,142513,159789,158216,180105
26820,"Idaho Falls, ID",1639700,Idaho Falls city,0,0,0,0,0,0,0,0,0,0,0,1300,4827,8064,9429,15024,19218,33161,35776,39739,43929,50730,56813
26900,"Indianapolis-Carmel-Anderson, IN",1836003,Indianapolis city (balance),0,0,0,0,0,2695,8091,18611,48244,75056,105436,169164,233650,314194,364161,386972,427173,476258,736856,700807,731327,781870,820445
26980,"Iowa City, IA",1938595,Iowa City city,0,0,0,0,0,0,1250,5214,5914,7123,7016,7987,10091,11267,15340,17182,27212,33443,46850,50508,59735,62220,67862
27060,"Ithaca, NY",3638077,Ithaca city,0,0,0,0,0,0,0,0,8462,9105,11079,13136,14802,17004,20708,19730,29257,28732,26226,28732,29541,29287,30014
27100,"Jackson, MI",2641420,Jackson city,0,0,0,0,0,0,2363,4799,11447,16105,20798,25180,31433,48374,55187,49656,51088,50720,45484,39739,38303,36316,33534
27140,"Jackson, MS",2836000,Jackson city,0,0,0,0,645,0,1881,3191,4234,5204,5920,7816,21262,22817,48282,62107,98271,144422,153968,202895,196637,184286,173514
27180,"Jackson, TN",4737640,Jackson city,0,0,0,0,0,0,1006,2407,4119,5377,10039,14511,15779,18860,22172,24332,30207,34376,39996,49258,48949,59643,65211
27260,"Jacksonville, FL",1235000,Jacksonville city,0,0,0,0,0,0,1045,2118,6912,7650,17201,28429,57699,91558,129549,173065,204275,201030,504265,540920,635230,735617,821784
27340,"Jacksonville, NC",3734200,Jacksonville city,0,0,0,0,0,0,0,0,60,94,170,300,505,656,783,900,3960,13491,16289,18237,30013,66715,70145
27500,"Janesville-Beloit, WI",5537825,Janesville city,0,0,0,0,0,0,0,7703,8789,9018,10836,13185,13894,18293,21628,22992,24899,35164,46426,51071,52133,59498,63575
27620,"Jefferson City, MO",2937000,Jefferson City city,0,0,0,0,0,0,0,3082,4420,5271,6742,9664,11850,14490,21596,24268,25099,28228,32407,33619,35481,39636,43079
27740,"Johnson City, TN",4738320,Johnson City city,0,0,0,0,0,0,0,0,0,685,4161,4645,8502,12442,25080,25332,27864,31187,33770,39753,49381,55469,63152
27780,"Johnstown, PA",4238288,Johnstown city,0,0,0,0,0,949,1269,4185,6028,8380,21805,35936,55482,67327,66993,66668,63232,53949,42476,35496,28134,23906,20978
27860,"Jonesboro, AR",535710,Jonesboro city,0,0,0,0,0,0,0,0,155,0,2065,4508,7123,9384,10326,11729,16310,21418,27050,31530,46534,55515,67263
27900,"Joplin, MO",2937592,Joplin city,0,0,0,0,0,0,0,0,0,7038,9943,26023,32073,29902,33454,37144,38711,38958,39256,39126,40961,45504,50150
27980,"Kahului-Wailuku-Lahaina, HI",1522700,Kahului CDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,6396,4223,8280,12978,16889,20146,26337
28020,"Kalamazoo-Portage, MI",2642160,Kalamazoo city,0,0,0,0,0,1290,2507,6070,9181,11937,17853,24404,39437,48487,54786,54097,57704,82089,85555,79722,80277,77145,74262
28100,"Kankakee, IL",1738934,Kankakee city,0,0,0,0,0,0,0,0,0,5651,9025,13595,13986,16753,20620,22241,25856,27666,27575,29633,27575,27491,27537
28140,"Kansas City, MO-KS",2938000,Kansas City city,0,0,0,0,0,0,0,4418,32260,55785,132716,163752,248381,324410,399746,400178,456622,473539,507087,448028,435146,441545,459787
28420,"Kennewick-Richland, WA",5335275,Kennewick city,0,0,0,0,0,0,0,0,0,0,0,183,1219,1684,1519,1918,10106,14244,15212,34397,42155,54693,73917
28660,"Killeen-Temple, TX",4839148,Killeen city,0,0,0,0,0,0,0,0,0,0,285,780,1265,1298,1260,1300,7045,23377,35507,46296,63535,86911,127921
28700,"Kingsport-Bristol-Bristol, TN-VA",4739560,Kingsport city,0,0,0,0,0,0,0,0,0,0,0,0,0,5692,11914,14404,19571,26314,31938,32027,36365,44905,48205
28740,"Kingston, NY",3639727,Kingston city,0,0,0,0,0,0,0,0,6315,18344,21261,24535,25908,26688,28088,28589,28817,29260,25544,24481,23095,23456,23893
28940,"Knoxville, TN",4740000,Knoxville city,0,0,0,0,0,0,2100,4000,8682,9693,22535,32637,36346,77818,105802,111580,124769,111827,174587,175045,165121,173890,178874
29020,"Kokomo, IN",1840392,Kokomo city,0,0,0,0,0,0,0,1040,2177,4042,8261,10609,17010,30067,32843,33795,38672,47197,44042,47808,44962,46113,45468
29100,"La Crosse-Onalaska, WI-MN",5540775,La Crosse city,0,0,0,0,0,0,0,3860,7785,14505,25000,28895,30417,30421,39614,42707,47535,47575,50286,48347,51003,51818,51320
29180,"Lafayette, LA",2240735,Lafayette city,0,0,0,0,0,0,0,498,777,815,2106,3314,6392,7855,14635,19210,33541,40400,68908,80584,94440,110257,120623
29200,"Lafayette-West Lafayette, IN",1840788,Lafayette city,0,0,0,0,0,0,6129,9387,13506,14860,16243,18116,20081,22486,26240,28798,35558,42330,44955,43011,43764,56397,67140
29340,"Lake Charles, LA",2241155,Lake Charles city,0,0,0,0,0,0,0,0,0,838,3442,6680,11449,13088,15791,21207,41272,63392,77998,75226,70580,71757,71993
29420,"Lake Havasu City-Kingman, AZ",439370,Lake Havasu City city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4111,15909,24363,41938,52527
29460,"Lakeland-Winter Haven, FL",1238250,Lakeland city,0,0,0,0,0,0,0,0,0,0,552,1180,3719,7062,18554,22068,30851,41350,42803,47406,70576,78452,97422
29540,"Lancaster, PA",4241216,Lancaster city,3762,4292,5405,6633,7704,8417,12369,17603,20233,25769,32011,41459,47227,53159,59949,61345,63774,61055,57690,54725,55551,56348,59322
29620,"Lansing-East Lansing, MI",2646000,Lansing city,0,0,0,0,0,0,1299,3074,5241,8319,13102,16485,31229,57327,78397,78753,92129,107807,131403,130414,127321,119128,114297
29700,"Laredo, TX",4841464,Laredo city,708,0,0,1430,2052,0,0,1256,2046,3521,11319,13429,14855,22710,32618,39274,51910,60678,69678,91449,122899,176576,236091
29740,"Las Cruces, NM",3539380,Las Cruces city,0,0,0,0,0,0,0,0,0,0,0,0,3836,3989,5811,8385,12325,29367,37857,45086,57866,74267,97618
29820,"Las Vegas-Henderson-Paradise, NV",3240000,Las Vegas city,0,0,0,0,0,0,0,0,0,0,0,25,800,2300,5165,8422,24624,64405,125787,164674,258295,478434,583756
29940,"Lawrence, KS",2038900,Lawrence city,0,0,0,0,0,0,0,1645,8320,8510,9997,10862,12374,12456,13726,14390,23351,32858,45698,52738,65608,80098,87643
30020,"Lawton, OK",4041850,Lawton city,0,0,0,0,0,0,0,0,0,0,0,0,7788,8930,12121,18055,34757,61697,74470,80054,80561,92757,96867
30140,"Lebanon, PA",4242168,Lebanon city,960,1439,1434,1437,1826,1860,2184,4449,6727,8778,14664,17628,19240,24643,25561,27206,28156,30045,28572,25711,24800,24461,25477
30300,"Lewiston, ID-WA",1646540,Lewiston city,0,0,0,0,0,0,0,0,0,739,849,2425,6043,6574,9403,10548,12985,12691,26068,27986,28082,30904,31894
30340,"Lewiston-Auburn, ME",2338740,Lewiston city,532,948,1038,1312,1549,1801,3584,7424,13600,19083,21701,23761,26247,31791,34948,38598,40974,40804,41779,40481,39757,35690,36592
30460,"Lexington-Fayette, KY",2146027,Lexington-Fayette,834,1800,4326,5270,6026,6997,8159,9321,14801,16656,21567,26369,35099,41534,45736,49304,55534,62810,108137,204165,225366,260512,295803
30620,"Lima, OH",3943554,Lima city,0,0,0,0,0,0,757,1989,4500,7567,15981,21723,30508,41326,42287,44711,50246,51037,53734,47827,45549,40081,38771
30700,"Lincoln, NE",3128000,Lincoln city,0,0,0,0,0,0,0,0,2441,13003,55154,40169,43973,54948,75933,81984,98884,128521,149518,171932,191972,225581,258379
30780,"Little Rock-North Little Rock-Conway, AR",541000,Little Rock city,0,0,0,0,0,0,2167,3727,12380,13138,25874,38307,45941,65142,81679,88039,102213,107813,132483,159151,175795,183133,193524
30860,"Logan, UT-ID",4945860,Logan city,0,0,0,0,0,0,0,0,1757,3396,4565,5451,7522,9439,9979,11868,16832,18731,22333,26844,32762,42670,48174
30980,"Longview, TX",4843888,Longview city,0,0,0,0,0,0,0,0,0,1525,2034,3591,5155,5713,5036,13758,24502,40050,45547,62762,70311,73344,80455
31020,"Longview, WA",5340245,Longview city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10652,12385,20339,23349,28373,31052,31499,34660,36648
31080,"Los Angeles-Long Beach-Anaheim, CA",644000,Los Angeles city,0,0,0,0,0,0,1610,4385,5728,11183,50395,102479,319198,576673,1238048,1504277,1970358,2479015,2811801,2968579,3485398,3694820,3792621
31140,"Louisville/Jefferson County, KY-IN",2148006,Louisville city,200,400,1400,4012,10341,21210,43194,68033,100753,123758,161129,204731,223928,234891,307745,319077,369129,390639,361706,298694,269063,256231,597337
31180,"Lubbock, TX",4845000,Lubbock city,0,0,0,0,0,0,0,0,0,0,0,0,1938,4051,20520,31853,71747,128691,149101,173979,186206,199564,229573
31340,"Lynchburg, VA",5147672,Lynchburg city,0,0,0,0,4630,6395,8071,6853,6825,15959,19709,18891,29494,30070,40661,44541,47727,54790,54083,66743,66049,65269,75568
31420,"Macon, GA",1349000,Macon city,0,0,0,0,0,3927,5720,8247,10810,12749,22746,23272,40665,52995,53829,57865,70252,69764,122423,116896,106612,97255,91351
31460,"Madera, CA",645022,Madera city,0,0,0,0,0,0,0,0,0,217,950,0,2404,3444,4665,6457,10497,14430,16044,21732,29281,43207,61416
31540,"Madison, WI",5548000,Madison city,0,0,0,0,0,1500,6600,6611,9176,10324,13426,19164,25531,38378,57899,67447,96056,126706,171809,170616,191262,208054,233209
31700,"Manchester-Nashua, NH",3345140,Manchester city,362,557,615,761,877,3235,13932,20107,23536,32630,44126,56987,70063,78384,76834,77685,82732,88282,87754,90936,99332,107006,109565
31740,"Manhattan, KS",2044250,Manhattan city,0,0,0,0,0,0,0,0,1173,2105,3004,3438,5722,7989,10136,11659,19056,22993,27575,32644,37712,44831,52281
31860,"Mankato-North Mankato, MN",2739878,Mankato city,0,0,0,0,0,0,0,0,3482,5550,8838,10599,10365,12469,14038,15654,18809,23797,30895,28651,31477,32427,39309
31900,"Mansfield, OH",3947138,Mansfield city,0,0,0,288,840,1328,3557,4581,8029,9859,13473,17640,20768,27824,33525,37154,43564,47325,55047,53927,50627,49346,47821
32580,"McAllen-Edinburg-Mission, TX",4845384,McAllen city,0,0,0,0,0,0,0,0,0,0,0,0,150,5331,9074,11877,20067,32728,37636,66281,84021,106414,129877
32780,"Medford, OR",4147000,Medford city,0,0,0,0,0,0,0,0,0,0,967,1791,8840,5756,11007,11281,17305,24425,28973,39746,46951,63154,74907
32820,"Memphis, TN-MS-AR",4748000,Memphis city,0,0,0,0,0,0,8841,22623,40226,33592,64495,102320,131105,162351,253143,292942,396000,497524,623988,646174,610337,650100,646889
32900,"Merced, CA",646898,Merced city,0,0,0,0,0,0,0,0,0,1446,2009,1969,3102,3974,7066,10135,15278,20068,22670,36423,56216,63893,78958
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",1245000,Miami city,0,0,0,0,0,0,0,0,0,0,0,1700,5471,29571,110637,172172,249276,291688,334859,346681,358548,362470,399457
33140,"Michigan City-La Porte, IN",1848798,Michigan City city,0,0,0,0,0,0,999,3320,3985,7366,10773,14850,19027,19457,26735,26476,28395,36653,39369,36850,33822,32900,31479
33220,"Midland, MI",2653780,Midland city,0,0,0,0,0,0,0,0,1160,1529,2277,2400,2527,5483,8038,10329,14285,27779,35176,37035,38053,41685,41863
33260,"Midland, TX",4848072,Midland city,0,0,0,0,0,0,0,0,0,0,0,0,2192,1795,5484,9352,21713,62625,59463,70525,89443,94996,111147
33340,"Milwaukee-Waukesha-West Allis, WI",5553000,Milwaukee city,0,0,0,0,0,1712,20061,45246,71440,115587,204468,285315,373857,457147,578249,587472,637392,741324,717099,636297,628088,596974,594833
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2743000,Minneapolis city,0,0,0,0,0,0,0,5809,13066,46887,164738,202718,301408,380582,464356,492370,521718,482872,434400,370951,368383,382618,382578
33540,"Missoula, MT",3050200,Missoula city,0,0,0,0,0,0,0,0,400,347,3426,4366,12869,12668,14657,18449,22485,27090,29497,33388,42918,57053,66788
33660,"Mobile, AL",150000,Mobile city,0,0,0,1500,3194,12672,20515,29258,32034,29132,31076,38469,51521,60777,68202,78720,129009,194856,190026,200452,196278,198915,195111
33700,"Modesto, CA",648354,Modesto city,0,0,0,0,0,0,0,0,0,1693,2402,2024,4034,9241,13842,16379,17389,36585,61712,106963,164730,188856,201165
33740,"Monroe, LA",2251410,Monroe city,0,0,0,0,0,0,435,0,1949,2070,3256,5428,10209,12675,26028,28309,38572,52219,56374,57597,54909,53107,48815
33780,"Monroe, MI",2655020,Monroe city,0,0,0,0,0,1703,2813,3892,5086,4930,5258,5043,6893,11573,18110,18478,21467,22968,23894,23531,22902,22076,20733
33860,"Montgomery, AL",151000,Montgomery city,0,0,0,0,695,2200,8728,8903,10588,16713,21883,30346,38136,43464,66079,78084,106525,134393,133386,177857,187106,201568,205764
34060,"Morgantown, WV",5455756,Morgantown city,0,0,0,0,0,0,0,741,797,745,1011,1900,9150,12127,16186,16655,25525,22487,29431,27605,25879,26809,29660
34100,"Morristown, TN",4750280,Morristown city,0,0,0,0,0,0,0,0,0,1350,1999,2973,4007,5875,7305,8050,13019,21267,20318,19570,21385,24965,29137
34580,"Mount Vernon-Anacortes, WA",5347560,Mount Vernon city,0,0,0,0,0,0,0,0,0,0,770,1120,2381,3341,3690,4278,5230,7921,8804,13009,17647,26232,31743
34620,"Muncie, IN",1851876,Muncie city,0,0,0,0,0,0,666,1782,2992,5219,11345,20942,24005,36524,46548,49720,58479,68603,69082,76460,71035,67430,70085
34740,"Muskegon, MI",2656320,Muskegon city,0,0,0,0,0,0,0,1450,6002,11262,22702,20818,24062,36570,41390,47697,48429,46485,44631,40823,40283,40105,38401
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",4549075,Myrtle Beach city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,3345,7834,9035,18446,24848,22759,27109
34900,"Napa, CA",650258,Napa city,0,0,0,0,0,0,159,0,1879,3731,4395,4036,5791,6757,6437,7740,13579,22170,35978,50879,61842,72585,76915
34940,"Naples-Immokalee-Marco Island, FL",1247625,Naples city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,1253,1465,4655,12042,17581,19505,20976,19537
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",4752006,Nashville-Davidson (balance),0,300,1100,3410,5566,6929,10165,16988,25865,43350,76168,80865,110364,118342,153866,167402,174307,170874,426029,455651,488374,545524,601222
35100,"New Bern, NC",3746340,New Bern city,0,2467,0,3663,3796,3690,4681,5432,5849,6443,7843,9090,9961,12198,11981,11815,15812,15717,14660,14557,17363,23128,29524
35300,"New Haven-Milford, CT",952000,New Haven city,4487,4049,5772,7147,10180,12960,20345,39267,50840,62882,81298,108027,133605,162537,162655,160605,164443,152048,137707,126089,130474,123626,129779
35380,"New Orleans-Metairie, LA",2255000,New Orleans city,0,0,17242,27176,46082,102193,116375,168675,191418,216090,242039,287104,339075,387219,458762,494537,570445,627525,593471,557515,496938,484674,343829
35620,"New York-Newark-Jersey City, NY-NJ-PA",3651000,New York city,49401,79216,119734,152056,242278,391114,696115,1174779,1478103,1911698,2507414,3437202,4766883,5620048,6930446,7454995,7891957,7781984,7894862,7071639,7322564,8008278,8175133
35660,"Niles-Benton Harbor, MI",2657760,Niles city,0,0,0,0,0,0,0,0,4630,4197,4197,4287,5156,7311,11326,11328,13145,13842,12988,13115,12458,12204,11600
35840,"North Port-Sarasota-Bradenton, FL",1264175,Sarasota city,0,0,0,0,0,0,0,0,0,0,0,0,840,2149,8398,11141,18896,34083,40237,48868,50961,52715,51917
35980,"Norwich-New London, CT",956200,Norwich city,0,3476,2976,2983,3135,4200,6139,14048,16653,15112,16156,17251,20367,22304,23021,23652,23429,38506,41739,38074,37391,36117,40493
36100,"Ocala, FL",1250750,Ocala city,0,0,0,0,0,0,243,0,600,803,2904,3380,4370,4914,7281,8986,11741,13598,22583,37170,42045,45943,56315
