cbsa_fips,cbsa,clusterz_13,clusterz_11,clusterz_21,clusterz_17,clusterm_13,clusterm_11,clusterm_21,clusterm_17,density,age_pct_u18,age_pct_o64,nat_nativity,laus_lfpr,access,city_age,r1_per_100k,st_cap,mfg_lq_gmp,chartbl_per_cap,freight_sqmi,enplane_per_cap,hist_bldgs,city_decades_since_peak,city_decline_since_peak,pctchg_00_05,vacancy_msa,pct_prewar_city,pct_ph,med_val_cbsa,prop_crimes_per100k,pct_low_inf_bw,pct_obese_adult,pct_uninsured_adult,pov_poverty_rate,gini,pct_deficient,sfund_per_sqmi,edu_no_hs_diploma,edu_bachelors_plus
17780,"College Station-Bryan, TX",7,6,8,8,6,4,7,7,95.2951,0.2254,0.0843,0.9302,0.5055,76.2375,20,0.4914,0,0.72,138.0806,9e-4,0.4299,0,0,0,0.1007,0.0979,0.0105,0.0151,159300,4350.86,7.9333,27.5,29.8667,0.254,0.5073,0,0,0.2135,0.3148
17820,"Colorado Springs, CO",3,3,9,9,6,4,7,7,218.7736,0.275,0.0862,0.9415,0.5136,64.7267,50,0,0,0.71,1136.8812,0.0015,1.7447,3,0,0,0.0936,0.0582,0.077,0.0095,239100,4082.834,10.085,18.85,17.05,0.0794,0.4331,0,0,0.0863,0.3175
17860,"Columbia, MO",7,6,8,8,6,4,7,7,215.4784,0.2281,0.0859,0.9115,0.5762,59.3826,40,0.6721,0,0.54,228.7514,0.0029,0.1479,2,0,0,0.0984,0.0632,0.0667,0.0195,177800,3114.5403,8.3,28.7,16.2,0.1452,0.4759,0,0,0.1081,0.4173
17900,"Columbia, SC",6,5,7,7,4,4,4,4,182.3141,0.2509,0.1054,0.9391,0.5082,43.0911,80,0.143,1,0.83,102.0426,0.0016,1.0378,17,0,0,0.0804,0.0888,0.1233,0.0231,145900,3982.3502,10.1733,30.4167,19.1333,0.1236,0.4586,0.0301,0.0016,0.1786,0.2657
17980,"Columbus, GA-AL",1,1,3,3,1,1,1,1,146.0435,0.268,0.1143,0.9563,0.4454,22.9173,70,0,0,0.8,696.1738,0.0015,0.1777,7,0,0,0.0163,0.1016,0.072,0.0375,140800,5573.0938,9.43,31.06,20.22,0.1577,0.4876,0.0404,0,0.2336,0.1831
18020,"Columbus, IN",1,1,1,1,5,5,16,11,180.0294,0.2653,0.1211,0.9573,0.5076,24.6885,0,0,0,3.85,1043.5298,0,0,2,0,0,0.0311,0.0642,0.1546,0.031,139400,3938.3655,7.05,29.1,14.4,0.0735,0.4324,0,0.0024,0.1622,0.2203
18140,"Columbus, OH",6,5,7,7,4,4,4,4,369.6858,0.2564,0.1013,0.9263,0.5339,48.324,130,0.0558,1,0.76,229.7033,0.0058,1.8516,18,0,0,0.0693,0.0655,0.1407,0.0297,166600,4631.1091,7.811,29.59,11.6,0.1002,0.4584,0,6e-4,0.146,0.2757
18580,"Corpus Christi, TX",1,1,1,1,1,1,1,1,222.3675,0.286,0.1153,0.9629,0.4734,44.0853,70,0,0,2.26,270.0131,0.0075,1.0017,1,0,0,0.0323,0.1192,0.0426,0.0345,121600,6302.5452,8.9433,26.7667,25.0333,0.1826,0.4656,0,5e-4,0.2609,0.1773
18700,"Corvallis, OR",7,6,8,8,6,4,7,7,119.5844,0.2131,0.1027,0.9271,0.5179,86.0024,0,1.2354,0,2.59,402.0759,0,0,0,0,0,0.0357,0.0574,0.0944,0.0072,288700,3739.6687,4.87,22,23.9,0.1456,0.4869,0,0.0015,0.0688,0.4739
18880,"Crestview-Fort Walton Beach-Destin, FL",12,10,18,16,9,7,13,12,108.8411,0.2413,0.1283,0.9534,0.5334,20.9025,0,0,0,0.48,56.6751,0,1.6655,0,2,0.0915,0.1058,0.2309,0.0088,0.0083,199500,2303.8336,8.08,24.85,23.25,0.099,0.4472,0,0,0.1444,0.226
19060,"Cumberland, MD-WV",5,2,6,6,5,5,6,6,133.7809,0.2131,0.1717,0.968,0.4814,53.6348,0,0,0,0.86,58.3208,0,0,3,7,0.4717,-0.0082,0.1103,0.5286,0.0338,122400,2493.773,8.99,30.35,15.65,0.1475,0.435,0,0.0026,0.2,0.1344
19100,"Dallas-Fort Worth-Arlington, TX",6,5,12,11,4,4,8,8,599.1478,0.2807,0.0795,0.9291,0.5236,34.2043,100,0,0,1.05,893.2373,0.0043,5.3714,5,0,0,0.11,0.0594,0.0572,0.0099,174500,4746.022,7.1354,27.4385,23.4923,0.1076,0.4706,0,5e-4,0.2002,0.2846
19140,"Dalton, GA",1,1,1,1,7,1,10,9,209.929,0.2752,0.0958,0.9665,0.4967,13.9695,0,0,0,3.53,43.9088,0.0031,0,2,0,0,0.1154,0.0526,0.0612,0.0207,116300,4152.0708,7.19,30.35,20.6,0.1183,0.4568,0,0,0.376,0.1113
19180,"Danville, IL",5,2,10,6,5,5,6,6,91.8822,0.2499,0.16,0.9674,0.4572,50.586,0,0,0,1.99,355.7354,0.0044,0,0,4,0.2242,-0.0142,0.081,0.3417,0.0482,75900,4141.2823,9.01,28.1,10.3,0.1328,0.4384,0,0.0011,0.2126,0.1245
19340,"Davenport-Moline-Rock Island, IA-IL",4,4,11,10,5,5,16,11,161.3809,0.2518,0.139,0.9537,0.5425,35.2555,90,0,0,1.52,474.3005,0.0026,1.1559,4,3,0.0347,-0.0084,0.0555,0.2842,0.0339,129500,2280.1146,6.83,26.525,13.25,0.1013,0.4413,0.03,0,0.1551,0.1991
19380,"Dayton, OH",2,2,2,2,2,2,2,2,624.3293,0.2469,0.1331,0.9478,0.5026,55.1857,120,0,0,1.35,755.6372,0.007,1.5161,9,5,0.4596,-0.0013,0.0698,0.3407,0.0305,125800,4054.9675,7.6767,29.1667,11.6,0.1023,0.458,0,0.007,0.1584,0.2347
19460,"Decatur, AL",1,1,1,1,1,1,1,1,112.7424,0.2542,0.1227,0.9654,0.483,9.7397,10,0,0,3.02,41.4052,0.0038,0,6,0,0,0.0174,0.0843,0.0592,0.0258,121000,3669.8361,8.99,33.55,17.15,0.13,0.4519,0.1447,8e-4,0.2621,0.1581
19500,"Decatur, IL",5,2,10,6,5,5,6,6,189.8029,0.2456,0.1524,0.9582,0.4756,43.7303,80,0,0,2.54,1428.1981,0.0085,0.1052,0,3,0.1897,-0.0316,0.0732,0.2191,0.0409,95900,3404.6614,9.43,28.7,10.9,0.1289,0.471,0,0,0.1683,0.1692
19660,"Deltona-Daytona Beach-Ormond Beach, FL",3,3,4,4,9,7,15,12,317.2062,0.2003,0.2273,0.9661,0.4876,31.9076,10,0,0,0.53,37.9528,0.0017,0.5282,0,0,0,0.1422,0.1285,0.003,0.0126,156900,3088.0251,7.81,23.6,22.7,0.1132,0.4557,0,6e-4,0.1755,0.1803
19740,"Denver-Aurora-Lakewood, CO",6,5,12,11,4,4,8,8,277.8853,0.2584,0.0899,0.9192,0.5634,66.6042,120,0.0429,1,0.48,1987.8047,0.003,8.9165,14,0,0,0.0811,0.0437,0.245,0.0176,317100,4448.2282,9.666,18.33,16.44,0.0801,0.4561,0.0019,0.0014,0.1348,0.3415
19780,"Des Moines-West Des Moines, IA",3,3,4,4,4,4,4,4,179.3836,0.2602,0.1154,0.9391,0.568,37.0454,120,0,1,0.48,741.3988,0.0045,1.7679,6,5,0.0266,0.0835,0.0503,0.306,0.016,169400,4132.0761,6.666,28.04,11.16,0.0747,0.4456,0.0547,7e-4,0.1152,0.2794
19820,"Detroit-Warren-Dearborn, MI",2,2,2,2,2,2,2,2,1103.7049,0.2654,0.1197,0.943,0.4985,37.674,140,0.0226,0,1.37,1101.7158,0.012,3.9675,12,6,0.6141,-0.0048,0.0558,0.2986,0.0306,149900,3421.4931,7.505,29.0333,11.05,0.1057,0.4752,0,0.0032,0.1765,0.2323
20020,"Dothan, AL",1,1,1,1,1,1,1,1,78.9671,0.2529,0.1454,0.9668,0.4771,10.5583,20,0,0,0.84,749.6466,0.0017,0,0,0,0,0.0442,0.1153,0.0419,0.0325,117000,3899.2118,9.0067,32.8667,17.3333,0.1642,0.4718,0.0983,6e-4,0.2691,0.1592
20100,"Dover, DE",4,4,5,5,2,2,5,5,242.0009,0.2726,0.1168,0.9574,0.4981,42.6694,0,0,1,0.7,9.077,0,0,20,0,0,0.1412,0.0645,0.0693,0.0299,205800,2961.5797,9.24,31.2,13.5,0.1066,0.43,0,0.0084,0.2058,0.1864
20220,"Dubuque, IA",4,4,11,10,5,5,16,11,147.4726,0.2555,0.147,0.9551,0.5596,66.1694,50,0,0,2.12,523.8036,0.0065,0.4492,1,3,0.0759,0.0182,0.0511,0.3732,0.0157,157200,2298.1414,5.77,27.3,8.9,0.0776,0.4366,0,0.0016,0.1477,0.2133
20260,"Duluth, MN-WI",5,2,6,6,5,5,12,11,30.9663,0.2289,0.1574,0.9558,0.5098,74.6654,110,0,0,0.62,222.5106,0.0011,0.5675,5,5,0.1929,0.0043,0.1339,0.4835,0.0519,148500,3198.2565,5.78,26.5,10.0333,0.1141,0.4398,0,2e-4,0.1332,0.205
20500,"Durham-Chapel Hill, NC",7,6,8,8,4,4,4,4,252.9429,0.2223,0.103,0.9098,0.5335,77.8478,80,0.4364,0,3.13,2418.6648,6e-4,0,31,0,0,0.0745,0.071,0.067,0.0223,212400,4495.8727,8.7825,26.625,19.95,0.1302,0.4929,0,0,0.1723,0.3875
20740,"Eau Claire, WI",4,4,11,10,4,4,9,4,91.9915,0.2455,0.131,0.9488,0.5581,56.0444,30,0,0,1.25,52.6833,0.0018,0.166,0,0,0,0.0436,0.0517,0.2217,0.0204,155600,2266.0181,6.035,27,10.55,0.0987,0.4227,0,0.0018,0.1293,0.2212
20940,"El Centro, CA",8,7,13,12,7,1,10,9,34.8195,0.3143,0.1005,0.98,0.3881,54.733,0,0,0,0.41,6.679,9e-4,0.0383,0,0,0,0.0966,0.1027,0.044,0.0278,167700,3990.0585,5.63,25.4,21.7,0.2258,0.4719,0,2e-4,0.4096,0.1033
21060,"Elizabethtown-Fort Knox, KY",3,3,9,9,1,1,1,1,115.1451,0.2775,0.0989,0.9625,0.4657,19.0063,0,0,0,1.52,16.9998,8e-4,0,4,0,0,0.0469,0.0852,0.0555,0.0141,142800,1463.1502,7.42,30.8333,18.3,0.1085,0.4234,0,0.0016,0.1975,0.141
21140,"Elkhart-Goshen, IN",1,1,1,1,5,5,16,11,411.4535,0.2888,0.1085,0.9583,0.5301,25.8251,10,0,0,4.37,157.1242,0.0064,0,1,1,0.0178,0.0517,0.0521,0.2715,0.0271,130800,3753.0821,6.79,28.6,17.4,0.0784,0.4164,0,0.0064,0.2426,0.1551
21300,"Elmira, NY",5,2,6,6,5,5,6,6,216.6672,0.2439,0.1562,0.9601,0.4568,66.9395,0,0,0,1.62,261.5625,0.0049,0.9782,2,6,0.4127,-0.0243,0.0714,0.615,0.0305,105500,2932.7031,8.33,27,11.2,0.1296,0.45,0,0.0049,0.1794,0.1858
21340,"El Paso, TX",8,7,13,12,7,1,10,9,130.8232,0.32,0.0972,0.9695,0.3983,50.9513,90,0,0,1,72.4635,0.0018,2.2395,2,0,0,0.0711,0.0655,0.0605,0.0384,116300,3086.8982,8.53,25.05,36.85,0.2387,0.4624,0,0,0.3432,0.1657
21500,"Erie, PA",2,2,2,2,5,5,6,6,342.8867,0.2504,0.1433,0.9532,0.5072,67.0054,110,0,0,1.94,161.6038,0.0049,0.6782,1,5,0.2648,-0.0129,0.0684,0.4436,0.0368,124100,2055.1133,7.9,29.8,10.2,0.1199,0.4582,0,0.0037,0.1535,0.2087
21660,"Eugene, OR",3,3,4,4,4,4,9,4,72.8064,0.2286,0.133,0.9436,0.5169,88.7856,50,0,0,1.36,399.0287,0.0015,1.0695,2,0,0,0.0399,0.0611,0.0759,0.0158,232800,5502.1722,6.03,26.1,20.8,0.1437,0.4691,0,0,0.1247,0.2551
21780,"Evansville, IN-KY",5,2,10,6,5,5,6,6,200.9652,0.2441,0.1393,0.9573,0.5236,34.7271,120,0,0,2.65,230.3637,0.0086,0.8042,3,5,0.1704,0.0258,0.0709,0.2572,0.0314,131400,3345.7959,8.4125,29.025,12.75,0.0993,0.4627,0,7e-4,0.1694,0.1849
21820,"Fairbanks, AK",3,3,9,9,4,4,8,8,12.2434,0.3008,0.0464,0.9355,0.5003,57.1382,0,0,0,0.51,138.7347,1e-4,4.651,2,0,0,0.0916,0.1056,0.0268,0.0179,230600,1997.1028,5.58,26.1,18,0.0778,0.3977,0,4e-4,0.0817,0.2703
22020,"Fargo, ND-MN",3,3,4,4,6,4,7,7,67.2954,0.239,0.1061,0.9231,0.5974,60.0482,40,0,0,0.83,227.8366,0.0036,1.5071,0,0,0,0.0857,0.0483,0.128,0.0262,190300,2214.4393,6.94,26.25,9.8,0.1096,0.4522,0,0,0.1029,0.294
22140,"Farmington, NM",8,7,13,12,7,1,10,9,22.5419,0.3263,0.0907,0.9726,0.4364,18.2957,0,0,0,0.34,8.5791,2e-4,0.2342,0,0,0,0.0967,0.1275,0.0288,0.0155,143300,2674.4866,7.02,26.4,25.5,0.2152,0.4535,0,2e-4,0.2321,0.1353
22180,"Fayetteville, NC",3,3,9,9,1,1,1,1,327.0951,0.2811,0.0772,0.9446,0.4237,46.9905,40,0,0,0.58,97.1795,0.0019,0.4469,4,0,0,0.0205,0.0933,0.0341,0.017,132300,5720.9317,9.265,31.9,16.25,0.1329,0.4415,0,0.0019,0.1618,0.1828
22220,"Fayetteville-Springdale-Rogers, AR-MO",6,5,7,7,4,4,4,4,127.0011,0.2605,0.1212,0.9508,0.5413,37.0667,10,0,0,1.09,2683.3665,0.0019,1.3752,10,0,0,0.1756,0.0865,0.0664,0.0148,158800,2987.5952,7.1475,27.275,24.1,0.1313,0.4718,0,0,0.212,0.2089
22380,"Flagstaff, AZ",3,3,4,4,9,7,13,12,6.8076,0.2874,0.07,0.9369,0.5344,76.9741,10,0,0,0.55,48.9193,1e-4,3.5639,4,0,0,0.092,0.2432,0.0336,0.0077,241400,4758.9057,8.01,21.5,18.3,0.1823,0.4803,0,0,0.1622,0.2995
22420,"Flint, MI",5,2,10,6,10,8,14,13,682.4214,0.2742,0.116,0.9532,0.4806,25.9025,90,0,0,1.68,6030.4407,0.0062,1.2508,1,5,0.4799,0.0146,0.0752,0.2295,0.0252,96500,4096.4231,9.73,33.6,12.2,0.131,0.4643,0,0.0031,0.1686,0.1623
22500,"Florence, SC",1,1,1,1,1,1,1,1,145.2874,0.2605,0.119,0.9616,0.4639,17.2165,0,0,0,1.74,25.7704,0.0022,0.2718,6,0,0,0.0311,0.097,0.0648,0.0274,112600,5792.1242,12.24,31.1,15.05,0.1776,0.478,0,0,0.2821,0.1688
22520,"Florence-Muscle Shoals, AL",1,1,1,1,1,1,1,1,106.9821,0.2333,0.152,0.9669,0.4664,9.9892,0,0,0,1.35,64.5038,7e-4,0.0428,8,0,0,0.0054,0.1048,0.0804,0.0347,120400,2688.6172,10.715,32.9,16.2,0.1425,0.4526,0,0,0.2481,0.1678
22540,"Fond du Lac, WI",4,4,11,10,5,5,16,11,129.9056,0.2517,0.1433,0.9536,0.5626,45.7725,0,0,0,2.1,205.2445,0.0026,0,0,0,0,0.0206,0.0596,0.2887,0.0263,149400,1820.8002,6.24,28.4,9.5,0.0584,0.4118,0,0.0013,0.1578,0.1686
22660,"Fort Collins, CO",7,6,8,8,6,4,7,7,104.5877,0.2376,0.0956,0.9282,0.6032,47.6448,30,0.3635,0,1.32,236.6216,4e-4,0.126,3,0,0,0.0939,0.0781,0.0664,0.0106,306600,2976.9261,7.74,16.5,18.5,0.0923,0.4503,0,0,0.0768,0.3953
22900,"Fort Smith, AR-OK",1,1,1,1,1,1,1,1,76.7982,0.2672,0.1283,0.9689,0.4742,17.4627,50,0,0,1.9,54.8163,0.0014,0.377,3,0,0,0.0443,0.0936,0.0924,0.0191,107000,3675.1803,7.4,29.3,20.5,0.1571,0.4652,0,0,0.2661,0.1333
23060,"Fort Wayne, IN",4,4,11,10,4,4,4,4,295.1209,0.276,0.117,0.9458,0.5244,20.0321,100,0,0,1.84,769.9217,0.0059,0.763,2,0,0,0.0335,0.0712,0.2013,0.0217,120500,3320.8511,7.85,29.2667,13.1,0.0857,0.4409,0.0328,0.0015,0.1416,0.2133
23420,"Fresno, CA",8,7,13,12,7,1,10,9,145.1911,0.3208,0.0991,0.9628,0.4667,45.4545,80,0,0,0.67,81.4763,0.002,0.6579,2,0,0,0.0914,0.0658,0.0647,0.022,220600,4801.3112,6.86,26.4,17.5,0.2289,0.4801,0,0.001,0.3248,0.1755
23460,"Gadsden, AL",5,2,10,6,5,5,6,6,187.9795,0.2383,0.1601,0.971,0.4532,9.1305,60,0,0,1.59,1.0914,0.0018,0,0,5,0.3655,-0.0028,0.0945,0.1693,0.0437,105100,4635.8579,8.98,32.5,15.6,0.157,0.4441,0,0,0.2594,0.1342
23540,"Gainesville, FL",7,6,8,8,6,4,7,7,188.2609,0.2043,0.0985,0.914,0.5251,76.3105,40,0.4007,0,0.35,580.2848,8e-4,0.6854,0,0,0,0.0739,0.084,0.0523,0.0268,162000,3985.4622,8.69,27.45,25.95,0.2225,0.5122,0.0259,8e-4,0.13,0.3674
23580,"Gainesville, GA",1,1,1,1,7,1,10,9,374.8989,0.2694,0.0938,0.9611,0.5144,15.314,0,0,0,2.33,18.3978,0,0,0,0,0,0.1558,0.0718,0.0586,0.0192,171900,3696.1343,6.31,24.4,26.4,0.1241,0.4523,0,0,0.2949,0.1873
24020,"Glens Falls, NY",5,2,6,6,5,5,12,11,71.9624,0.243,0.1459,0.9606,0.5296,40.8669,0,0,0,1.22,492.184,0,0,4,6,0.2504,0.0268,0.2184,0.5617,0.0109,166800,1789.7144,6.805,25.55,15.3,0.0959,0.4292,0,0,0.1802,0.189
24140,"Goldsboro, NC",1,1,1,1,1,1,1,1,209.8011,0.2616,0.1157,0.9587,0.437,25.8492,0,0,0,2.27,256.2972,0,0,1,2,0.1049,0.0325,0.0994,0.0878,0.0457,117000,4259.5014,9.27,30.8,15,0.1384,0.4596,0,0,0.2281,0.1499
24220,"Grand Forks, ND-MN",3,3,4,4,4,4,9,4,28.529,0.2448,0.1214,0.9399,0.5624,66.8705,0,0,0,0.77,43.183,0.0012,0.9007,1,0,0,0.0031,0.0937,0.1425,0.0237,170200,3354.5721,6.225,28.3,11.15,0.1188,0.467,0,0,0.1337,0.2424
24300,"Grand Junction, CO",3,3,4,4,4,4,9,4,38.9993,0.25,0.1518,0.9648,0.5439,38.474,0,0,0,0.43,25.8206,6e-4,1.2045,0,0,0,0.1199,0.0538,0.1219,0.0258,207900,4080.0651,7.48,19.9,16.7,0.1023,0.4473,0,0,0.15,0.2195
24340,"Grand Rapids-Wyoming, MI",4,4,11,10,4,4,4,4,354.0107,0.2822,0.1051,0.945,0.5339,39.0207,120,0,0,1.75,1522.1553,0.0066,1.0734,1,1,0.0493,0.043,0.0637,0.365,0.0192,154700,2472.8215,6.9975,28.875,11.55,0.0793,0.4431,0.0131,0.004,0.1499,0.2409
24500,"Great Falls, MT",1,1,1,1,4,4,9,4,29.601,0.2602,0.14,0.9591,0.4866,52.7246,50,0,0,0.23,213.4229,0.0015,1.9597,0,4,0.0264,-0.0039,0.076,0.2,0.0381,168100,4435.2269,7.18,24.4,16.8,0.1352,0.472,0,4e-4,0.1289,0.2148
24540,"Greeley, CO",3,3,9,9,4,4,9,4,55.5479,0.2821,0.0898,0.9595,0.4984,33.0824,30,0,0,1.24,271.0815,5e-4,0,1,0,0,0.2318,0.0445,0.0966,0.0191,245000,4411.3622,7.64,23,21.6,0.1252,0.421,0,0,0.2036,0.2165
24580,"Green Bay, WI",4,4,11,10,4,4,9,4,156.7489,0.2601,0.1156,0.9376,0.565,45.0571,60,0,0,1.57,288.2257,0.0048,1.4128,2,0,0,0.0503,0.079,0.172,0.0135,161900,2340.9704,5.7867,28.2333,11.3,0.0685,0.4275,0.0139,0.0016,0.1462,0.2007
24660,"Greensboro-High Point, NC",6,5,7,7,4,4,4,4,335.1943,0.2392,0.1226,0.9415,0.5331,34.3767,80,0,0,2,1785.3703,0.0045,1.9348,17,0,0,0.0523,0.068,0.071,0.0252,143800,4629.2905,8.9567,29.2667,16.7667,0.1061,0.4719,0,0,0.2179,0.2345
24780,"Greenville, NC",6,5,7,7,6,4,7,7,225.683,0.2358,0.0959,0.9215,0.4968,34.3413,10,0,0,1.62,244.462,0,0.3298,3,0,0,0.1056,0.1005,0.0412,0.0332,138700,4894.2398,10.94,32.2,17.9,0.2034,0.5015,0,0,0.2006,0.264
24860,"Greenville-Anderson-Mauldin, SC",1,1,1,1,1,1,1,1,273.6294,0.2431,0.1226,0.9506,0.5035,31.0531,60,0,0,1.46,261.5657,0.0032,0,11,5,0.1175,0.0515,0.0943,0.1347,0.0207,148700,3143.7079,8.87,28.075,18.175,0.1171,0.4637,0,0.0014,0.2392,0.2141
25060,"Gulfport-Biloxi-Pascagoula, MS",3,3,9,9,1,1,1,1,197.5289,0.2652,0.1114,0.9575,0.4885,50.0233,10,0,0,0.68,30.3978,0.0027,1.093,1,1,0.0469,-0.0101,0.1068,0.0557,0.0259,135300,3249.2007,9.4333,31.0333,20.5667,0.139,0.44,0,0,0.1978,0.1755
25180,"Hagerstown-Martinsburg, MD-WV",4,4,11,10,3,3,3,3,297.0866,0.2427,0.1307,0.9576,0.4755,34.8446,0,0,0,1.06,100.1058,0.0038,0.0216,33,0,0,0.1269,0.0767,0.3982,0.0328,186000,2380.8914,7.605,30.8,17.5,0.1026,0.4219,0,0.0013,0.2229,0.148
25260,"Hanford-Corcoran, CA",8,7,13,12,7,1,10,9,104.3255,0.2899,0.0738,0.9695,0.3709,48.3883,0,0,0,1.39,0.3159,0.0022,0,0,0,0,0.1212,0.0587,0.0643,0.0158,185600,2739.2919,6.27,26.2,19.6,0.1951,0.4391,0,0,0.3117,0.1037
25420,"Harrisburg-Carlisle, PA",2,2,2,2,2,2,2,2,316.3137,0.2342,0.1433,0.9451,0.5285,61.423,110,0,1,0.62,258.8035,0.009,1.2315,10,6,0.4469,0.0328,0.0675,0.3945,0.0251,175600,2298.3215,8.0533,28.6,12.2,0.0822,0.4329,0,0.0012,0.1578,0.2432
25500,"Harrisonburg, VA",1,1,1,1,1,1,1,1,133.8991,0.2118,0.122,0.9554,0.5248,69.0803,0,0,0,2.43,93.8175,0.0011,0,7,0,0,0.0777,0.0617,0.0859,0.0131,203100,1515.4114,6.93,26.1,21.05,0.155,0.4375,0,0,0.264,0.2142
25540,"Hartford-West Hartford-East Hartford, CT",2,2,2,2,3,3,3,3,765.8973,0.2423,0.1398,0.9456,0.5118,68.9735,120,0.0842,1,1.03,588.7391,0.0026,3.0452,35,6,0.2966,0.0342,0.0551,0.3233,0.0354,244300,2688.6287,7.31,21.4333,11.3333,0.0826,0.4618,0,0.0032,0.1599,0.3055
25620,"Hattiesburg, MS",1,1,3,3,1,1,1,1,79.5553,0.2602,0.1081,0.9473,0.489,32.742,0,0,0,0.8,309.1915,0.0012,0,0,0,0,0.0423,0.0883,0.0849,0.0222,137100,3327.3925,9.9633,33.3667,24.2,0.194,0.4816,0,6e-4,0.2023,0.2261
25860,"Hickory-Lenoir-Morganton, NC",1,1,1,1,1,1,1,1,212.2963,0.2403,0.1277,0.9589,0.4976,8.7442,0,0,0,2.89,316.4964,6e-4,0.0326,8,0,0,0.036,0.0753,0.0862,0.0136,126000,3670.3853,8.4375,28,16.725,0.098,0.4559,0,0,0.2966,0.1362
