cbsa_fips,cbsa,clusterz_13,clusterz_11,clusterz_21,clusterz_17,clusterm_13,clusterm_11,clusterm_21,clusterm_17,density,age_pct_u18,age_pct_o64,nat_nativity,laus_lfpr,access,city_age,r1_per_100k,st_cap,mfg_lq_gmp,chartbl_per_cap,freight_sqmi,enplane_per_cap,hist_bldgs,city_decades_since_peak,city_decline_since_peak,pctchg_00_05,vacancy_msa,pct_prewar_city,pct_ph,med_val_cbsa,prop_crimes_per100k,pct_low_inf_bw,pct_obese_adult,pct_uninsured_adult,pov_poverty_rate,gini,pct_deficient,sfund_per_sqmi,edu_no_hs_diploma,edu_bachelors_plus
41500,"Salinas, CA",3,3,19,4,6,4,18,15,122.2178,0.2839,0.1003,0.9612,0.5099,68.5518,40,0,0,0.3,400.5043,3e-4,0.4782,1,1,0.0041,0.0084,0.0795,0.0587,0.0142,441000,3608.1444,5.96,21.8,23.5,0.1351,0.4595,0,9e-4,0.3157,0.225
41540,"Salisbury, MD-DE",12,10,18,16,9,7,13,12,150.665,0.2253,0.1686,0.9656,0.5238,45.1534,0,0,0,0.79,143.555,0.0013,0.1868,41,0,0,0.106,0.3357,0.1586,0.0154,220900,1411.6122,9.04,30.175,16.55,0.1165,0.4518,0.0254,9e-4,0.2216,0.1835
41620,"Salt Lake City, UT",6,5,12,11,4,4,8,8,123.3568,0.3065,0.0806,0.9445,0.5441,64.9357,110,0.1003,1,0.76,780.2252,0.0012,10.6551,4,5,0.0159,0.0619,0.0523,0.3172,0.0113,255100,5687.7061,6.91,25.65,16.45,0.0794,0.4322,0,0.0015,0.1322,0.2694
41660,"San Angelo, TX",1,1,1,1,1,1,1,1,41.0817,0.261,0.1347,0.9603,0.4953,57.9415,60,0,0,0.78,260.8785,0,0.6164,0,0,0,0.0076,0.1033,0.0744,0.0288,122700,5379.6429,8.04,26.6,21.6,0.1508,0.469,0,0,0.237,0.1954
41700,"San Antonio-New Braunfels, TX",6,5,7,7,4,4,4,4,256.9685,0.2837,0.108,0.9516,0.4718,51.7985,110,0,0,0.52,871.7922,0.002,1.9009,9,0,0,0.1079,0.073,0.0663,0.0206,152400,5313.9014,7.8588,26.5625,26.0375,0.1509,0.4599,0.0099,1e-4,0.2287,0.2207
41740,"San Diego-Carlsbad, CA",3,3,19,4,6,4,18,15,689.4901,0.2572,0.1115,0.9342,0.507,69.9257,90,0.034,0,0.65,422.7932,0.0026,2.9532,9,0,0,0.0443,0.0437,0.0769,0.014,484900,3322.2785,6.29,22.2,21.6,0.1243,0.4666,0,2e-4,0.1742,0.2952
41860,"San Francisco-Oakland-Hayward, CA",11,8,16,15,11,9,17,14,1615.5469,0.2259,0.117,0.9162,0.5188,93.8802,150,0.0242,0,1.06,4848.8998,0.0144,5.5927,9,0,0,0.0034,0.0342,0.4987,0.0231,716500,3917.5341,6.636,18.32,16.52,0.0915,0.4884,0,0.0031,0.1581,0.388
41940,"San Jose-Sunnyvale-Santa Clara, CA",11,8,16,15,11,9,17,14,643.1219,0.2498,0.095,0.9283,0.4855,60.7782,80,0.0578,0,1.96,4413.5574,0.0022,3.0694,2,0,0,-0.0034,0.0236,0.0525,0.0137,815000,2683.1272,5.835,20.95,16.7,0.076,0.4637,0,0.0086,0.1684,0.3984
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",3,3,19,4,6,4,18,15,77.8098,0.2165,0.1447,0.9567,0.5084,68.1419,0,0,0,0.57,62.544,0,0.6762,1,0,0,0.0484,0.0932,0.1134,0.0084,499800,2485.1613,5.88,21.5,21.1,0.1284,0.4518,0,0,0.1442,0.267
42100,"Santa Cruz-Watsonville, CA",3,3,19,4,6,4,18,15,562.8178,0.2376,0.0997,0.9397,0.5688,84.0411,10,0.3978,0,0.65,337.4758,0,0,1,0,0,-0.0165,0.0782,0.2222,0.0175,659900,4079.5299,5.39,17.8,22.1,0.1187,0.4784,0,0.0022,0.1678,0.3418
42140,"Santa Fe, NM",3,3,4,4,10,8,14,13,72.07,0.2405,0.1075,0.9498,0.5574,47.0697,20,0,1,0.18,4273.2605,0.001,0.0765,2,0,0,0.0643,0.0904,0.0974,0.0193,277700,3973.5484,8.37,12.7,29,0.12,0.4849,0,0,0.1551,0.3692
42200,"Santa Maria-Santa Barbara, CA",3,3,19,4,6,4,18,15,148.2873,0.2492,0.1271,0.9513,0.5225,89.5423,50,0.2451,0,0.69,1694.7883,4e-4,1.1498,1,1,0.0424,0.0219,0.0439,0.1903,0.012,509400,2386.0576,6.34,22.2,25.4,0.1433,0.4826,0,4e-4,0.2076,0.2942
42220,"Santa Rosa, CA",3,3,19,4,6,4,18,15,292.9086,0.2445,0.1264,0.9573,0.5439,64.8471,40,0,0,1.06,558.122,6e-4,0,4,0,0,0.016,0.0587,0.0583,0.0106,513300,2589.8295,5.47,19.8,20.1,0.0806,0.4584,0,6e-4,0.1508,0.2854
42340,"Savannah, GA",6,5,7,7,4,4,4,4,220.0087,0.2615,0.1177,0.9462,0.5261,47.5566,110,0,0,1.35,171.8606,0.0084,3.2833,2,5,0.0868,0.0735,0.0932,0.1636,0.0313,173300,4818.9668,8.8967,28.5333,17.1,0.1447,0.4609,0,0,0.2007,0.2316
42540,"Scranton--Wilkes-Barre--Hazleton, PA",5,2,6,6,5,5,6,6,313.7912,0.2152,0.1926,0.9605,0.4977,62.3428,120,0,0,1.12,167.3184,0.0051,0.3986,3,8,0.4695,-0.0071,0.0993,0.629,0.0469,136300,2386.2305,7.33,27.6,11.3667,0.1084,0.4527,0,0.0039,0.1846,0.1754
42660,"Seattle-Tacoma-Bellevue, WA",11,8,16,15,10,8,14,13,534.4005,0.2455,0.1014,0.9203,0.54,88.139,110,0.0313,0,1.16,10083.3266,0.0099,4.497,14,0,0,0.0507,0.0469,0.3243,0.0171,365400,5367.9417,6.0833,25.7333,13.8,0.0854,0.4545,0,0.0028,0.1069,0.3273
42680,"Sebastian-Vero Beach, FL",12,10,17,16,9,7,15,12,236.4606,0.1921,0.2919,0.9752,0.4649,17.5496,0,0,0,0.35,837.9631,0,0,1,1,0.1404,0.1329,0.1514,0.0491,0.0028,172600,3355.0858,7.41,21.2,24.3,0.093,0.5189,0,0.0018,0.1844,0.2311
43100,"Sheboygan, WI",4,4,11,10,5,5,16,11,221.5098,0.2554,0.1397,0.9483,0.564,42.7609,10,0,0,3.34,611.0596,0,0,3,1,0.0296,0.0161,0.0523,0.3845,0.0189,149800,2584.4444,5.19,26.5,10,0.0518,0.4079,0,0.0019,0.1556,0.1791
43300,"Sherman-Denison, TX",1,1,1,1,1,1,1,1,118.105,0.2529,0.1512,0.9695,0.4877,24.0207,0,0,0,2.12,234.9293,0.0031,0,0,0,0,0.0459,0.1131,0.1099,0.025,116600,3810.1084,7.24,25.4,22.1,0.1127,0.4449,0,0,0.1977,0.1724
43340,"Shreveport-Bossier City, LA",1,1,3,3,1,1,1,1,127.9937,0.2704,0.1319,0.959,0.4712,37.7101,80,0,0,1.35,191.7333,0.0018,0.7541,1,3,0.0371,0.0156,0.1006,0.0782,0.0311,138700,4420.6721,12.325,29.375,21.075,0.1953,0.4987,0,6e-4,0.2166,0.1853
43580,"Sioux City, IA-NE-SD",1,1,1,1,5,5,16,11,55.8025,0.2784,0.1353,0.9575,0.5377,33.1072,90,0,0,1.72,432.8436,0.0014,0.2532,1,5,0.0726,-0.0182,0.0578,0.3554,0.0227,119900,2580.0777,6.562,29.6,13.08,0.0942,0.4324,0.1672,3e-4,0.181,0.186
43620,"Sioux Falls, SD",3,3,4,4,4,4,9,4,80.0386,0.2667,0.1164,0.9382,0.5835,32.9961,60,0,0,0.58,326.7418,0.0031,1.7253,4,0,0,0.1043,0.0411,0.1342,0.0223,171000,2400.2323,6.52,26.15,13.15,0.0713,0.433,0.0666,4e-4,0.1185,0.2514
43780,"South Bend-Mishawaka, IN-MI",4,4,11,10,5,5,6,6,327.6448,0.2569,0.1359,0.9495,0.5101,53.7895,100,0.3152,0,1.65,765.3391,0.0052,1.1028,5,5,0.2362,0.0018,0.08,0.2867,0.0302,120200,4150.1036,8.41,29.8,13.15,0.1029,0.4662,0,0.0041,0.1794,0.2165
43900,"Spartanburg, SC",1,1,1,1,1,1,1,1,219.945,0.2469,0.1284,0.9599,0.4915,19.5517,0,0,0,2.41,224.3032,0.0045,3.0416,9,4,0.1691,0.0354,0.0874,0.1239,0.0254,122300,4106.6042,10.69,31.2,16.2,0.125,0.457,0,0.0015,0.2757,0.1727
44060,"Spokane-Spokane Valley, WA",3,3,4,4,4,4,9,4,86.2921,0.2599,0.1253,0.9523,0.5,69.5937,100,0,0,0.79,108.9697,0.0017,3.2033,0,0,0,0.0525,0.08,0.2899,0.0155,194400,3905.4789,6.3367000000000004,27.4,13.8333,0.1278,0.4527,0,0.0019,0.1143,0.2384
44100,"Springfield, IL",3,3,4,4,4,4,9,4,172.0753,0.2505,0.1349,0.9428,0.5469,43.7812,100,0,1,0.29,164.0585,0,0.4011,3,0,0,0.0176,0.0788,0.1974,0.0225,135900,3583.1366,7.605,27.55,13,0.0925,0.459,0,0,0.1191,0.2805
44140,"Springfield, MA",2,2,2,2,2,2,2,2,523.5275,0.2444,0.139,0.9484,0.506,78.4096,110,0.1622,0,0.94,189.7867,0.0144,0,13,5,0.1227,0.0132,0.0542,0.3627,0.0533,217500,3394.482,7.43,23.8,11.85,0.135,0.4677,0,8e-4,0.1835,0.2466
44180,"Springfield, MO",3,3,4,4,4,4,4,4,133.434,0.2411,0.1316,0.9503,0.5274,28.8272,80,0,0,0.87,157.8288,0.0017,1.0781,1,0,0,0.0937,0.0715,0.1379,0.0125,137000,4330.0412,6.364,29.06,16.78,0.1241,0.4486,0.0282,0.001,0.1696,0.213
44220,"Springfield, OH",5,2,10,6,5,5,6,6,351.4311,0.2512,0.1469,0.9666,0.4989,42.7019,90,0,0,1.57,866.1455,0.005,0,3,5,0.2673,-0.0233,0.0722,0.3676,0.0333,107300,6092.6525,8.59,30,10.3,0.1067,0.4422,0,0,0.1876,0.1488
44300,"State College, PA",7,6,8,8,6,4,7,7,130.9377,0.1802,0.1037,0.9213,0.4974,97.0383,0,0.6871,0,0.51,72.0885,0,0.988,6,0,0,0.0721,0.0722,0.0986,0.0078,212300,1930.7009,6.47,27.1,25,0.1881,0.4651,0,9e-4,0.1181,0.3628
44700,"Stockton-Lodi, CA",8,7,13,12,7,1,10,9,460.7896,0.3097,0.1061,0.9691,0.4317,40.5269,70,0,0,0.81,95.9139,0.0126,0,1,0,0,0.1657,0.0398,0.0845,0.0156,281100,5563.5973,6.68,29.2,16.2,0.1774,0.455,0,0.0021,0.2877,0.1453
44940,"Sumter, SC",1,1,1,1,1,1,1,1,155.4529,0.2812,0.1124,0.9624,0.4378,22.9191,0,0,0,1.8,52.9572,0,0,7,2,0.0338,0.0137,0.0964,0.0726,0.0235,113200,4632.2656,10.05,34.1,14.3,0.1625,0.4512,0,0,0.2572,0.1582
45060,"Syracuse, NY",2,2,2,2,2,2,2,2,264.0273,0.2586,0.132,0.9474,0.5039,79.6685,130,0,0,1.1,171.8918,0.0032,1.8666,18,6,0.3419,0.0075,0.0937,0.4804,0.0342,131100,2404.0451,7.6367,27.2,13.8333,0.1227,0.4545,0,0.0024,0.1553,0.252
45220,"Tallahassee, FL",6,5,7,7,6,4,7,7,139.0208,0.2239,0.0924,0.9282,0.5211,43.5654,40,0.2905,1,0.22,72.103,8e-4,1.6666,5,0,0,0.0748,0.082,0.0271,0.0187,167600,3909.5792,9.75,29.8,20.925,0.179,0.4752,0.045,4e-4,0.1528,0.3412
45300,"Tampa-St. Petersburg-Clearwater, FL",6,5,12,11,2,2,2,2,987.7157,0.2191,0.192,0.9483,0.4747,36.715,90,0.0377,0,0.51,199.0452,0.0048,3.6191,3,0,0,0.1067,0.1177,0.1082,0.0147,162600,4154.8435,7.9675,25.2,20.3,0.1115,0.4766,0,0.0056,0.1854,0.2169
45460,"Terre Haute, IN",5,2,10,6,5,5,6,6,115.0138,0.2343,0.145,0.9585,0.4726,42.2788,100,0,0,2.15,272.6391,0.004,0,5,5,0.1532,-0.0018,0.0926,0.4267,0.0305,88400,4353.177,7.8,29.75,13.6,0.1234,0.4467,0,7e-4,0.1878,0.1737
45500,"Texarkana, TX-AR",1,1,1,1,1,1,1,1,67.9738,0.2534,0.1373,0.9684,0.4734,16.1394,0,0,0,0.87,73.5974,9e-4,0.239,0,0,0,0.0081,0.1066,0.0822,0.0369,104200,3946.4763,10.1933,31.9333,18.4,0.1792,0.4834,0,0.0014,0.239,0.1454
45780,"Toledo, OH",2,2,2,2,2,2,2,2,448.9034,0.2589,0.1264,0.944,0.5119,49.8058,130,0,0,1.98,534.0223,0.0175,0.3799,1,4,0.2502,-0.0022,0.0633,0.3268,0.0358,120500,5100.6859,7.3433,29.6333,12.1667,0.125,0.4775,0,0,0.1587,0.2161
45820,"Topeka, KS",3,3,4,4,4,4,9,4,69.4227,0.2581,0.1394,0.9564,0.5413,28.5023,90,0,1,0.52,421.717,0.0015,0.033,3,0,0,0.0163,0.0706,0.1815,0.0235,126500,5504.6274,6.554,29.1,12.08,0.0914,0.4222,0,3e-4,0.1198,0.2364
45940,"Trenton, NJ",13,11,21,17,13,11,21,17,1583.9702,0.2404,0.1258,0.9516,0.5351,92.4559,120,0.2762,1,0.25,29177.6847,0.0044,0.0256,9,6,0.3367,0.0321,0.0561,0.5101,0.0423,281900,2551.5517,9.16,22.2,13.9,0.0865,0.4966,0,0,0.1817,0.3396
46060,"Tucson, AZ",3,3,4,4,4,4,4,4,100.0909,0.2464,0.1416,0.9431,0.4798,62.057,50,0.1087,0,0.67,235.8481,5e-4,2.2279,7,0,0,0.0907,0.0938,0.0433,0.0104,166300,5330.0127,7.48,21.2,19.4,0.1466,0.4725,0,1e-4,0.1657,0.2675
46140,"Tulsa, OK",6,5,7,7,4,4,4,4,136.6957,0.2671,0.1204,0.9509,0.5016,21.3649,90,0,0,1.18,2217.6556,0.0023,1.7711,2,1,0.0029,0.0271,0.0791,0.0945,0.0261,139100,4183.8976,7.7657,30.8571,20.7714,0.1177,0.4671,0,5e-4,0.1678,0.2245
46220,"Tuscaloosa, AL",1,1,3,3,1,1,1,1,73.3235,0.243,0.1191,0.9475,0.4697,24.9995,50,0,0,1.99,162.3912,7e-4,0,5,0,0,0.047,0.1092,0.0533,0.0377,152300,3951.1633,11.2967,35.3667,15.4333,0.1872,0.4675,0.0383,0,0.2336,0.211
46340,"Tyler, TX",6,5,7,7,4,4,4,4,201.3734,0.2661,0.1408,0.9633,0.4983,18.3486,50,0,0,1.36,606.6174,0.0011,0.4494,0,0,0,0.0953,0.0838,0.0686,0.0071,144800,3918.7508,7.84,26.7,24.8,0.1378,0.4667,0,0,0.1979,0.2255
46520,"Urban Honolulu, HI",11,8,16,15,11,9,17,14,1480.3231,0.2383,0.1344,0.9497,0.4784,97.6027,100,0.1089,1,0.15,984.4076,0.0064,10.6563,1,0,0,0.048,0.0935,0.0614,0.0282,626400,4615.9744,8.24,20.5,8.9,0.099,0.4299,0,0.0064,0.1515,0.2787
46540,"Utica-Rome, NY",5,2,6,6,5,5,12,11,110.1475,0.2399,0.1654,0.9606,0.4786,60.8669,110,0,0,0.91,93.0115,4e-4,0,6,8,0.3883,-0.0044,0.1379,0.5346,0.0354,114600,2385.6732,7.5,24.45,15.3,0.1293,0.448,0,4e-4,0.2088,0.1774
46660,"Valdosta, GA",1,1,3,3,1,1,1,1,77.5409,0.2647,0.0991,0.9522,0.5128,17.8747,0,0,0,0.99,83.0193,6e-4,0.3338,3,0,0,0.0573,0.1141,0.061,0.0264,120200,4861.9187,10.66,30.2,18.9,0.1943,0.4992,0.0401,0,0.2503,0.1741
46700,"Vallejo-Fairfield, CA",3,3,19,4,6,4,18,15,458.936,0.2835,0.0949,0.9637,0.5108,66.2901,50,0,0,1.2,153.9063,0.0034,0,1,1,0.007,0.0346,0.0306,0.1158,0.0134,342000,3347.0446,6.98,25.1,15.7,0.0828,0.4267,0,0.0022,0.1624,0.2139
47020,"Victoria, TX",1,1,1,1,1,1,1,1,52.2854,0.2889,0.1238,0.9664,0.5168,32.1317,30,0,0,2.53,869.3297,6e-4,0.1194,1,0,0,0.0056,0.1005,0.0557,0.0153,129200,5232.5645,7.305,26.8,23.7,0.1321,0.4555,0.0382,0,0.2407,0.1593
47220,"Vineland-Bridgeton, NJ",4,4,5,5,2,2,5,5,303.4907,0.2541,0.1303,0.9716,0.4544,44.878,30,0,0,1.19,288.9975,0.014,0,0,0,0,0.0381,0.0704,0.1579,0.0561,160500,3930.3522,8.95,27.2,16.1,0.1505,0.451,0,0.01,0.3149,0.1175
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",4,4,5,5,3,3,3,3,564.5512,0.2639,0.1032,0.9471,0.4805,57.9041,40,0,0,0.77,164.2516,0.0058,1.4963,40,0,0,0.0436,0.0676,0.0126,0.0308,236600,3725.5013,8.6862,28.4812,15.325,0.1067,0.4355,0.0189,0.0048,0.1544,0.237
47300,"Visalia-Porterville, CA",8,7,13,12,7,1,10,9,84.3293,0.3376,0.0976,0.9779,0.4493,36.8581,20,0,0,0.8,41.4948,0,0.0098,0,0,0,0.1086,0.0773,0.0347,0.012,180200,4968.5026,5.97,28.2,18.8,0.2391,0.4682,0,2e-4,0.3832,0.115
47380,"Waco, TX",1,1,1,1,1,1,1,1,131.181,0.267,0.1318,0.9628,0.4954,41.6546,80,0,0,1.82,509.5218,0.0011,0.2977,0,0,0,0.0374,0.0768,0.0941,0.0274,120700,5188.883,8.77,30.3,24.35,0.1798,0.4775,0,0,0.2429,0.1827
47580,"Warner Robins, GA",3,3,9,9,1,1,1,1,206.7047,0.2749,0.0965,0.9589,0.4839,10.2858,0,0,0,0.92,11.1097,0,0,2,0,0,0.1238,0.0833,0.0038,0.0209,133600,2916.3346,9.6733,30.9,19.2333,0.122,0.4424,0,0.0026,0.182,0.1879
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",9,8,14,13,12,10,20,16,824.0305,0.2529,0.0904,0.9222,0.5508,84.1825,160,0.0379,0,0.19,1965.2778,0.002,4.1066,222,6,0.2499,0.0902,0.0477,0.3459,0.0278,397900,3013.5144,7.4129,26.1875,15.4667,0.0737,0.4424,0.0133,0.0016,0.1315,0.4227
47940,"Waterloo-Cedar Falls, IA",4,4,11,10,5,5,16,11,108.0167,0.2339,0.1467,0.9583,0.5642,60.0401,70,0,0,2.57,424.9609,0.002,0.2459,0,3,0.0997,-0.0027,0.0433,0.2487,0.0179,141300,2852.5052,6.7833,27.0333,11.1667,0.1134,0.4507,0,7e-4,0.1336,0.2228
48140,"Wausau, WI",4,4,11,10,5,5,16,11,81.9916,0.2679,0.1297,0.9513,0.5767,33.6976,0,0,0,2.01,1087.9527,0.0013,1.2683,0,0,0,0.0248,0.0528,0.3123,0.0139,147600,1882.7835,6.53,27.1,10.7,0.0658,0.441,0,0.0019,0.1621,0.183
48260,"Weirton-Steubenville, WV-OH",5,2,10,6,5,5,6,6,215.7396,0.2108,0.1851,0.9712,0.4514,54.6197,0,0,0,1.72,73.8469,0.0034,0,1,5,0.2998,-0.0344,0.0791,0.1471,0.0322,89400,1801.2929,7.9633,31.5667,14.6667,0.1346,0.4363,0,0.0017,0.1841,0.1207
48300,"Wenatchee, WA",3,3,4,4,4,4,9,4,21.4054,0.2846,0.1349,0.9696,0.5748,64.6989,0,0,0,0.43,79.5839,4e-4,0.3775,0,0,0,0.0418,0.1523,0.1817,0.0097,245800,4115.3537,5.2,23.7,16.85,0.1308,0.4319,0,0,0.2113,0.2004
48540,"Wheeling, WV-OH",5,2,6,6,5,5,6,6,155.4476,0.2187,0.1792,0.969,0.4584,48.7659,90,0,0,0.82,230.5741,0,0,0,8,0.538,-0.0244,0.1007,0.4942,0.0471,101400,1844.2431,8.65,30.4667,16,0.1542,0.4676,0,0.0021,0.1875,0.1464
48620,"Wichita, KS",4,4,11,10,4,4,4,4,118.1831,0.281,0.1212,0.9502,0.5226,20.6293,100,0,0,2.79,438.1997,0.0024,1.2049,1,0,0,0.0283,0.0767,0.1201,0.0182,129300,3806.4971,7.41,28.48,12.08,0.0916,0.4468,0,0.001,0.1462,0.2419
48660,"Wichita Falls, TX",1,1,1,1,1,1,1,1,56.494,0.2531,0.1301,0.962,0.4912,55.8272,60,0,0,1.5,1457.2827,0,0.3208,0,0,0,-0.0025,0.0974,0.1168,0.0298,94500,5689.6369,7.1933,26.9333,22.7,0.127,0.4587,0.0191,0,0.2,0.1924
48700,"Williamsport, PA",5,2,6,6,5,5,12,11,94.6224,0.2331,0.1604,0.9622,0.5045,68.4582,0,0,0,1.9,43.4366,8e-4,0.2622,1,8,0.3575,-0.0209,0.1041,0.5888,0.0211,147400,2171.3605,6.86,25.7,10.9,0.1154,0.4285,0,8e-4,0.1942,0.1506
48900,"Wilmington, NC",6,5,7,7,4,4,4,4,209.4856,0.2141,0.1308,0.9316,0.5189,24.3729,20,0,0,1.01,420.4829,0.0018,1.4704,3,0,0,0.1465,0.1611,0.1178,0.0205,213500,6468.6852,8.97,26.25,19.65,0.1316,0.4901,0,9e-4,0.1569,0.2731
49020,"Winchester, VA-WV",1,1,1,1,1,1,1,1,110.3172,0.2505,0.1231,0.9542,0.5212,37.8407,0,0,0,1.7,229.5761,0,0,11,0,0,0.1442,0.1117,0.2077,0.0049,216500,2436.2097,7.68,28.6667,17.2333,0.0986,0.4202,0,9e-4,0.2361,0.1826
49180,"Winston-Salem, NC",6,5,7,7,4,4,4,4,295.5477,0.2409,0.1275,0.952,0.5132,30.8702,80,0,0,2.36,3061.6492,0.0039,0,24,0,0,0.059,0.0722,0.088,0.0194,145000,3238.0289,8.944,28.44,18.32,0.1041,0.4765,0,0,0.222,0.2109
49340,"Worcester, MA-CT",2,2,2,2,3,3,3,3,427.6937,0.2556,0.1295,0.9501,0.5123,58.9911,130,0,0,1.38,722.0529,0.0081,0,38,6,0.1103,0.0428,0.0498,0.4326,0.0388,250400,1593.5984,7.46,25.3,10.3,0.0915,0.4511,0,0.0029,0.1703,0.2592
49420,"Yakima, WA",8,7,13,12,7,1,10,9,53.162,0.3179,0.112,0.9717,0.5143,42.7027,20,0,0,0.83,62.8987,2e-4,0.2542,2,0,0,0.0269,0.0654,0.1546,0.0158,163500,7132.6071,6.4,29.2,16.9,0.1967,0.4435,0,7e-4,0.3134,0.153
49620,"York-Hanover, PA",5,2,6,6,5,5,16,11,449.6728,0.2462,0.1349,0.9577,0.5352,34.5427,80,0,0,1.83,357.5716,0.0099,0,4,6,0.2708,0.0716,0.0542,0.5789,0.0127,170300,2437.7484,8.12,28.7,11.5,0.0675,0.4156,0,0.0055,0.193,0.1838
49660,"Youngstown-Warren-Boardman, OH-PA",5,2,6,6,5,5,6,6,335.3684,0.2391,0.1707,0.9645,0.4814,28.1454,100,0,0,2.09,456.4158,0.004,0,4,8,0.606,-0.0311,0.0717,0.3621,0.0319,103100,3606.6769,8.6333,28.4667,11.0667,0.1149,0.4532,0,0.0023,0.1744,0.1631
49700,"Yuba City, CA",8,7,13,12,7,1,10,9,123.8966,0.2987,0.1162,0.9688,0.4236,45.5401,0,0,0,0.49,0.6335,8e-4,0,0,0,0,0.1143,0.0665,0.0537,0.0194,223700,3789.7697,6.32,25.95,18.45,0.1781,0.4403,0,0,0.2751,0.1322
49740,"Yuma, AZ",8,7,13,12,9,7,13,12,32.3816,0.2891,0.1653,0.9781,0.4254,52.8972,20,0,0,0.45,33.7139,4e-4,0.3681,0,0,0,0.1174,0.2737,0.0247,0.0084,117000,3817.3318,5.8,25.7,19.7,0.1923,0.4443,0,2e-4,0.3419,0.1184
